100,456.24075,444.0,487.0,472.0
101,456.24075,472.80078,487.6808,492.2408
102,487.6808,462.00076,502.32083,474.24078
103,487.6808,474.48077,588.96094,492.2408
104,589.201,474.48077,613.201,492.0008
105,601.1,492.6,628.0,519.0
106,589.0,508.0,601.0,519.0
107,613.201,474.24078,631.681,492.0008
108,631.921,474.24078,648.96106,492.0008
109,631.921,467.28076,685.2011,474.00076
110,629.041,492.2408,653.76105,518.88086
111,654.0011,492.2408,691.68115,518.88086
112,649.20105,474.24078,665.7611,492.0008
113,665.7611,474.24078,682.3211,492.0008
114,682.5611,474.24078,694.32117,492.0008
115,691.92114,492.2408,731.0412,518.88086
116,704.16113,467.52075,731.0412,492.0008
117,694.56116,467.52075,704.16113,492.0008
118,704.16113,452.64075,731.0412,467.28076
119,704.16113,429.1,731.0412,452.40076
120,704.16113,421.9207,723.3612,429.0
121,685.4411,417.60068,703.92114,457.44077
122,685.4411,457.44077,704.16113,467.28076
123,631.681,426.0007,685.2011,436.3207
124,664.0811,436.56073,685.2011,450.00073
126,631.921,450.48074,685.2011,467.28076
127,631.681,436.56073,653.52106,450.24075
128,613.201,426.0007,631.681,443.28073
129,619.921,398.40067,645.12103,417.60068
130,619.921,381.12064,645.12103,398.40067
131,645.5,282.0,730.8,417.312
132,613.6,443.9,631.5,474.0
133,589.201,426.0007,612.961,443.28073
134,565.6809,426.2407,588.96094,443.28073
135,510.48083,426.2407,565.4409,439.68073
136,520.0809,439.92072,555.6009,474.24078
137,487.6808,426.2407,510.24084,443.52072
138,456.24075,426.2407,487.6808,443.52072
150,279.84045,450.24075,311.7605,468.24075
151,279.84045,426.4807,311.7605,450.00073
152,280.08044,468.48077,311.7605,492.2408
153,180.00029,449.04074,279.84045,469.68076
154,248.8804,469.92078,279.84045,492.2408
155,248.8804,426.4807,279.60046,448.80075
156,211.68034,469.92078,248.64041,492.2408
157,211.68034,426.4807,248.64041,448.80075
158,180.00029,469.92078,211.68034,492.4808
159,180.00029,426.4807,211.68034,449.04074
160,157.0,449.28073,180.0,489.8408
161,156.96025,426.4807,180.00029,449.04074
162,65.76011,426.4807,156.96025,493.68082
163,157.16026,502.0808,180.00029,519.36084
164,116.0,493.9208,156.96025,519.36084
165,106.1,499.9208,115.0,514.32086
166,81.36013,493.9208,106.0,519.36084
167,69.60011,500.88083,81.12013,513.12085
168,40.0,493.9208,69.360115,519.36084
169,40.560066,429.36072,65.76011,493.9208
170,4.0800066,470.88077,29.280048,530.64087
171,4.0800066,535.44086,120.480194,561.1209
172,120.580194,542.1609,143.52023,561.1209
300,364.3206,347.04056,375.36063,426.2407
301,392.40063,346.80057,403.92065,414.00067
302,375.9,371.5,392.1,392.583
303,375.60062,347.16,392.40063,371.2806
304,351.8,309.1205,416.0,346.80057
305,351.5,230.8,415.8,308.5
306,416.7,258.24042,469.292,279.12045
307,469.68076,259.20044,506.88083,278.16046
350,139.5,349.0,180.0,401.0
351,139.68022,402.00067,179.7603,411.60068
352,103.5,336.20062,139.0,411.0
353,79.44013,386.16064,103.20017,411.60068
354,40.3,277.5,79.25,416.0
355,79.4,321.9,103.4,386.0
356,79.44013,277.44046,103.20017,321.60052
357,103.20017,277.44046,139.44023,318.00052
358,139.68022,277.44046,179.7603,329.0
359,147.0,329.1,167.1,347.0
370,501.60083,302.8805,514.32086,332.88055
371,514.56085,302.8805,595.441,332.83
372,595.68097,303.1,613.201,361.75
373,501.9,286.08047,540.0009,302.6405
374,540.2409,285.84045,569.52094,302.6405
375,569.7609,285.84045,595.201,302.6405
376,595.441,285.84045,613.201,302.6405
377,501.9,333.4,540.2409,350.40057
378,540.4809,332.8805,569.52094,350.40057
379,569.7609,332.88055,595.441,350.40057
380,595.441,361.9206,607.68097,375.60062
399,91.20015,263.28043,179.7603,274.56046
500,419.04068,309.1205,438.00073,335.04056
501,419.04068,335.28055,438.00073,346.56058
502,438.00073,328.08054,452.40076,346.56058
503,438.32077,308.8805,498.72083,328.08054
504,460.56076,328.08054,476.64078,346.56058
505,476.88077,328.08054,489.6008,341.04056
506,489.8408,293.2805,498.72083,308.8805
