507,472.32077,293.2805,489.6008,308.8805
508,472.32077,278.16046,498.72083,293.2805
509,472.08078,228.00038,498.72083,258.96042
510,450.48074,228.00038,462.72076,255.36041
511,434.40073,228.00038,450.48074,255.36041
512,419.04068,234.24039,434.40073,255.36041
513,438.00073,209.28035,467.76077,228.00038
514,468.00076,209.28035,498.72083,228.00038
515,463.20074,190.56032,498.72083,209.04034
516,444.96072,190.56032,462.96075,209.04034
517,437.7607,190.56032,444.72073,209.04034
518,417.60068,214.56035,433.92072,228.00038
519,417.60068,190.56032,437.7607,214.188
520,350.16058,209.28035,417.60068,228.00038
521,350.16058,190.56032,417.60068,209.04034
522,329.76053,205.92033,349.92056,228.00038
523,329.76053,190.80031,349.92056,205.68034
524,290.16046,209.28035,329.76053,228.00038
525,300.24048,190.80031,329.76053,209.04034
526,266.88043,190.80031,300.24048,209.28035
527,266.88043,209.28035,289.92047,228.00038
528,266.88043,228.24037,300.24048,260.16043
529,266.88043,260.40042,300.24048,277.20044
530,300.4805,260.40042,310.0805,277.20044
531,266.88043,277.44046,300.24048,292.32047
532,267.167,292.5605,295.68048,308.8805
533,266.88043,309.1205,308.8805,346.80057
534,331.44055,368.1606,361.44058,413.28067
536,331.44055,349.68057,361.44058,367.9206
537,331.44055,328.32053,348.72058,349.44058
538,309.1205,328.56055,331.20053,346.80057
539,309.1205,309.1205,331.20053,328.32053
540,331.20053,309.1205,340.0,328.32053
541,340.56055,309.1205,348.96057,328.32053
542,327.12054,293.52048,348.72058,308.8805
543,327.12054,280.80045,348.72058,293.2805
544,310.0805,260.40042,348.72058,277.20044
545,340.56055,228.24037,348.72058,256.8004
546,327.12054,243.8404,340.32056,256.8004
547,327.12054,228.24037,340.32056,243.8404
548,243.4604,186.5,266.64044,351.0
549,232.80038,210.48035,243.3604,343.20056
550,182.6403,328.32053,232.56038,343.20056
551,212.40034,280.80045,232.56038,328.08054
552,212.40034,257.04044,232.56038,280.80045
553,212.40034,226.32037,232.56038,241.4404
554,195.84032,210.96034,212.40034,243.9
555,183.0,244.0,212.40034,280.80045
556,182.6403,281.04047,212.40034,328.08054
700,519.4,208.5,599.1,280.4
701,507.12082,208.4,518.88086,262.4
702,599.521,262.80045,639.6011,274.80045
707,550.3209,35.520058,630.00104,54.96009
723,599.521,224.16037,623.521,245.7604
724,607.921,208.08034,623.521,224.16037
725,623.76105,208.08034,639.361,227.76038
726,623.76105,228.00038,639.361,242.40039
727,623.76105,242.40039,639.361,248.1604
728,623.76105,248.1604,639.361,262.56042
729,607.921,246.0004,623.521,262.56042
730,599.521,246.0004,607.68097,262.56042
731,644.40106,228.00038,665.28107,242.40039
732,668.8811,229.20038,702.24115,239.2804
733,668.8811,239.2804,689.2811,252.48041
734,689.5211,239.2804,702.24115,258.48044
735,665.7,186.0,702.1,228.875
736,659.28107,167.04027,702.24115,185.52031
737,644.64105,167.04027,659.0411,188.16031
738,680.1,153.84026,702.24115,166.80028
739,659.28107,153.84026,680.0,166.80028
740,673.4411,134.16022,690.9611,146.88023
741,656.1611,134.16022,669.6011,153.60025
742,644.64105,153.84026,659.0411,166.80028
743,587.0,134.16022,649.6811,153.84026
744,599.281,188.40031,617.761,204.00034
745,592.561,160.08026,612.001,182.1603
746,617.761,154.08025,644.40106,204.00034
773,659.0411,112.32018,705.60114,121.6802
774,697.68115,35.280056,745.4412,100.08016
900,64.08011,230.88037,102.48017,251.7604
901,64.08011,207.25,102.48017,230.64038
902,64.08011,183.8403,102.48017,207.12035
903,64.08011,161.52026,89.28014,183.6003
904,74.88012,136.56023,89.28014,161.28026
905,89.28014,136.32022,115.68019,161.28026
906,115.92019,136.32022,142.32024,161.28026
907,142.56023,136.32022,169.20027,161.28026
908,141.36023,230.64038,169.92027,251.7604
909,102.72017,230.88037,141.0,251.7604
910,141.36023,207.12035,169.92027,230.64038
911,141.36023,183.8403,169.92027,206.88034
912,161.76027,161.9,179.7603,183.6003
913,89.28014,161.52026,161.52026,183.6003
914,97.92016,96.00016,115.92019,130.80022
915,11.0,71.040115,105.12017,95.760155
916,0.2400004,103.92017,25.440042,121.6802
950,431.2807,148.56024,447.36075,163.20027
951,429.0,137.7,440.7,145.0
952,418.0,127.7,430.0,135.0
953,408.5,118.0,419.0,123.8
954,398.0,107.0,409.0,114.0
955,372.0,94.8,393.0,109.0
956,359.5,106.5,371.0,112.0
957,350.0,116.0,359.5,122.0
958,339.0,126.0,351.0,132.5
959,327.0,137.0,340.0,144.8
960,320.16052,145.68024,336.24054,163.20027
961,341.0,163.0,384.0,187.7
962,385.0,163.0,426.0,187.7
963,455.5,51.75,487.0,82.0
964,435.0,24.7,458.0,42.6
965,487.0,24.7,508.0,42.6
